REF,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating
2602,Goodnow Farms,U.S.A.,2021,Ecuador,"Costa Esmeraldas, Salazar Farm",70%,"3- B,S,C","banana, cocoa, late floral",3.75
2692,Great Lakes,U.S.A.,2021,Madagascar,"Sambirano, Ambanja, batch 11",72%,"3- B,S,C","fruity, cocoa, sweet",3.5
2692,Great Lakes,U.S.A.,2021,Tanzania,"Kokoa Kamili, Kilombero District, batch 11",70%,"3- B,S,C","nutty, spicy, candied orange",3.5
2692,Great Lakes,U.S.A.,2021,Dominican Republic,"Duarte Province, El Cibao, batch 10",75%,"3- B,S,C","dried fruit, orange peel, cocoa",3.5
2434,Amedei,Italy,2019,Blend,Toscano Black,70%,"3- B,S,C","nut, fatty, rubbery, rich",2.75
2696,Great Lakes,U.S.A.,2021,Vietnam,"Dak Lak, batch 09",73%,"3- B,S,C","roasty, sweet, fruity, cocoa",3.5
2696,Green Door,U.K.,2021,India,"Idukki Hills, batch 11",70%,"3- B,S,C","spicy, vanilla",3
1197,Habitual,Canada,2014,Papua New Guinea,Papua New Guinea,80%,"3- B,S,C","smokey, cherries, sour",2.75
1197,Habitual,Canada,2014,Blend,Campesino w/ nibs,74%,"3- B,S,C","XL nibs, sour, cardboard",2.75
1201,Habitual,Canada,2014,Blend,Downtown London,65%,"3- B,S,C","molasses, sweet, long,cocoa",2.75
1201,Habitual,Canada,2014,Blend,Africa meets Latina,70%,"3- B,S,C","fatty, nutty, earthy",3
1201,Habitual,Canada,2014,Blend,Amazonas,80%,"3- B,S,C","sandy, roasted vegetal",3
1197,Habitual,Canada,2014,Dominican Republic,Dominican Republic,75%,"3- B,S,C","chalky, berry, cocoa",3.25
1201,Habitual,Canada,2014,U.S.A.,"Hawai'i Island, Sharkey",66%,"3- B,S,C","muted, mild fruit, sweet",3.25
1197,Habitual,Canada,2014,Blend,Trinidad & Tobago,70%,"3- B,S,C","sandy, intense, cherry",3.5
1696,Harper Macaw,U.S.A.,2015,Brazil,Brazil Blend,67%,"3- B,S,C","sandy, sweet, dried fruit",3
1700,Harper Macaw,U.S.A.,2015,Brazil,"Tome Acu E., Amazon Rainforest",77%,"3- B,S,C","rich chocolate, sweet edge",3.5
1700,Harper Macaw,U.S.A.,2015,Brazil,"Vale do Juliana E., Atlantic Forest",74%,"3- B,S,C","rich chocolate, sandy texture",3.5
1808,Harper Macaw,U.S.A.,2016,Brazil,"Vale do Juliana, w/ nibs",85%,"3- B,S,C","powdery, rich, coffee, roasty",3.25
2040,Harper Macaw,U.S.A.,2018,Brazil,Libiano,75%,"3- B,S,C","flat, late tart notes",3
2330,Harris & James,U.K.,2019,India,Kerla,70%,"3- B,S,C","sandy, sweet, cocoa",3
2270,Harris & James,U.K.,2019,Vietnam,"Ben Tre, batch 133",70%,"3- B,S,C","sandy, brownie, coconut",3.25
2382,Hazel Hill,U.S.A.,2019,Peru,Maranon,65%,"3- B,S,C","pungent, chemical",2.75
2378,Hazel Hill,U.S.A.,2019,Tanzania,Kokoa Kamili,72%,"3- B,S,C","cocoa, fatty, fruit",3.25
2378,Hazel Hill,U.S.A.,2019,Dominican Republic,Oko Caribe,70%,"3- B,S,C","earthy, dirty, dried fruit",3.5
1748,Heirloom Cacao Preservation (Brasstown),U.S.A.,2016,Belize,"Maya Mtn, Moho R., Toledo D., 2015",70%,"3- B,S,C","pungent raisin, metallic",3.25
1748,Heirloom Cacao Preservation (Fruition),U.S.A.,2016,Costa Rica,"Cota Brus, Terciopelo, 2015",74%,"3- B,S,C","mostly earthy, mild dried fruit",3.5
1243,Heirloom Cacao Preservation (Guittard),U.S.A.,2014,Bolivia,"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",67%,"3- B,S,C","woody, earthy, medicinal",3
1239,Heirloom Cacao Preservation (Guittard),U.S.A.,2014,Bolivia,"Alto Beni, Upper Rio Beni, 2014",67%,"3- B,S,C",full flavor spectrum,3.5
1243,Heirloom Cacao Preservation (Guittard),U.S.A.,2014,Ecuador,"Los Rios, Hacienda Limon, Orecao, 2014",67%,"3- B,S,C","nutty, butterscotch",3.75
1243,Heirloom Cacao Preservation (Guittard),U.S.A.,2014,U.S.A.,"O'ahu Island, Maunawili, Agri Research C., 2014",67%,"3- B,S,C","spicy, intense, fades fast",3.75
1744,Heirloom Cacao Preservation (Manoa),U.S.A.,2016,U.S.A.,"O'ahu Island, Maunawili, Agri Research C., 2015",72%,"3- B,S,C","astringent, smoke, cream",3.5
1744,Heirloom Cacao Preservation (Millcreek),U.S.A.,2016,Ecuador,"Los Rios, Hacienda Limon, Orecao, 2015",70%,"3- B,S,C",floral,3.5
1748,Heirloom Cacao Preservation (Mindo),U.S.A.,2016,Ecuador,"Pinchincha, Mindo, Coop Nueva Esper., 2015",77%,"3- B,S,C","strong floral, black licorice",3.5
1744,Heirloom Cacao Preservation (Zokoko),U.S.A.,2016,Bolivia,"Alto Beni, Upper Rio Beni, 2015",68%,"3- B,S,C","creamy, mild nutty & woody",3.75
1744,Heirloom Cacao Preservation (Zokoko),U.S.A.,2016,Bolivia,"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",72%,"3- B,S,C","dark berry, honey, cream",4
1458,hello cocoa (now Markham & Fitz),U.S.A.,2015,Uganda,Uganda,57%,"3- B,S,C","too sweet, spicy, candied",2.75
1462,hello cocoa (now Markham & Fitz),U.S.A.,2015,Venezuela,Venezuela,74%,"3- B,S,C","sandy, sweet, mild fruit",3.5
1712,Hogarth,New Zealand,2016,Madagascar,Akesson's Estate,70%,"3- B,S,C","sour, earthy",2.75
1712,Hogarth,New Zealand,2016,Venezuela,Carenero Superior,72%,"3- B,S,C","nutty, off notes",2.75
1712,Hogarth,New Zealand,2016,Dominican Republic,Conacado,75%,"3- B,S,C","intense, bitter, coffee",3.25
1712,Hogarth,New Zealand,2016,Peru,Gran Blanco,66%,"3- B,S,C","mild caramel, honey",3.5
2426,Hogarth,New Zealand,2019,Venezuela,"Porcelana, Lake Maracaibo",68%,"3- B,S,C","high acid,sweet,nut,strawberry",3.25
2450,Hogarth,New Zealand,2019,Ecuador,Hacienda Victoria,85%,"3- B,S,C","butterscotch, burnt cinnamon",3.5
1379,Ara,France,2014,Mexico,Chiapas,72%,"3- B,S,C","earthy, sour milk, leather",2.5
1379,Ara,France,2014,Ecuador,Equateur,75%,"3- B,S,C","bitter, floral, leather",2.75
245,Hotel Chocolat (Coppeneur),U.K.,2008,St. Lucia,St. Lucia,72%,"3- B,S,C","grassy, tobacco, intense",3
1375,Ara,France,2014,Madagascar,Madagascar,75%,"3- B,S,C","sandy, fruity, short",3
1379,Ara,France,2014,Venezuela,Trincheras,75%,"3- B,S,C","nutty, mild spice, mild earthy",3
1097,Hummingbird,Canada,2013,Venezuela,"Ocumare, Cumboto, batch 16",70%,"3- B,S,C","fatty, gritty, roasty",3.25
1097,Hummingbird,Canada,2013,Venezuela,"Amazonas, batch 14",70%,"3- B,S,C","nutty, coffee, rich",3.75
1307,Hummingbird,Canada,2014,Bolivia,"Bolivia, batch 85",70%,"3- B,S,C","intense, cherry, metallic",3
1311,Hummingbird,Canada,2014,Bolivia,"Bolivia, Bo-nib-ia, w/ nibs, batch 78",70%,"3- B,S,C","woody, floral, metallic",3
1311,Hummingbird,Canada,2014,Nicaragua,"Momotombo, batch 74",70%,"3- B,S,C","earthy, metallic edge",3
1387,Hummingbird,Canada,2014,Dominican Republic,Zorzal Reserva w/ Charles Kerchner,70%,"3- B,S,C","spicy, mild fruit, fatty",3.5
1311,Hummingbird,Canada,2014,Dominican Republic,"Hispaniola, batch 73",70%,"3- B,S,C","raisins, rich choco",3.75
1542,Hummingbird,Canada,2015,Vietnam,Lam Dong,70%,"3- B,S,C","spicy, mild roasty",3.5
729,Idilio (Felchlin),Switzerland,2011,Venezuela,"Choroni, Finca Torres, 48hr c.",72%,"3- B,S,C","creamy, sour, raisin",3.25
737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, w/ nibs",72%,"3- B,S,C","creamy, nutty, muted",3.5
725,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona,72%,"3- B,S,C","creamy, cocoa, lemon",3.75
725,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",72%,"3- B,S,C","creamy, roasted nuts, fatty",3.75
733,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, 48hr c.",72%,"3- B,S,C","creamy, nutty, cocoa",3.75
733,Idilio (Felchlin),Switzerland,2011,Venezuela,"Porcelana, Zulia",74%,"3- B,S,C","creamy, nutty, delicate fruit",4
737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Carenero Superior, Urrutia, Barlovento",70%,"3- B,S,C","creamy, nutty, fruity",4
737,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona w/ nibs,72%,"3- B,S,C","peanut, coffee, cocoa, bread",4
737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",72%,"3- B,S,C","creamy, nutty, earthy",4
1085,Idilio (Felchlin),Switzerland,2013,Venezuela,"Chuao, (Choroni, Ven.)",72%,"3- B,S,C","fatty, rich, berry notes",3.75
1255,Indi,U.S.A.,2014,Honduras,Honduras,77%,"3- B,S,C","buttery, intense, spice, roasty",3
2008,Indi,U.S.A.,2017,Vietnam,Lam Dong,72%,"3- B,S,C","molasses, roasty",3.25
2146,Jean Marie Auboine,U.S.A.,2018,Venezuela,"Venezuela, batch 107",72%,"3- B,S,C","sandy, sweet",3.25
1972,Johnny Iuzzini,U.S.A.,2017,Venezuela,"Ocumare, Cuyagua",72%,"3- B,S,C","dairy, nutty, butterscotch",3.5
2458,Jordis,Czech Republic,2020,Venezuela,Chuao,75%,"3- B,S,C","harsh, burnt nuts, powdery",2.75
2218,Kad Kokoa,Thailand,2018,Thailand,Chumphon,70%,"3- B,S,C","floral, earthy, grassy",3
2214,Kad Kokoa,Thailand,2018,Thailand,Chantaburi,70%,"3- B,S,C","nutty, cocoa, sour veggie",3.5
2218,Kad Kokoa,Thailand,2018,Thailand,Chiang Mai,70%,"3- B,S,C","herbal, tea-like",3.5
2218,Kad Kokoa,Thailand,2018,Thailand,Prachuap Khiri Khan,70%,"3- B,S,C",brownie,3.75
2498,Kah Kow,U.S.A.,2020,Dominican Republic,"La Magdalena, Rizek Historical S., single estate",70%,"3- B,S,C","light color, nutty, caramel",3.75
1602,Arete,U.S.A.,2015,Ecuador,Camino Verde,75%,"3- B,S,C","intense, floral, bourbon",3.5
2394,Kah Kow - USA,Dominican Republic,2019,Dominican Republic,El Antiguo (Monet Plata & Duarte ),70%,"3- B,S,C","sandy, sweet, acidic",3
2390,Kah Kow - USA,Dominican Republic,2019,Dominican Republic,Mata Larga,71.50%,"3- B,S,C","creamy, balanced, fig, cocoa",3.5
2338,Kaitxo,Spain,2019,Nicaragua,"San Juan Coop, El Castillero",75%,"3- B,S,C","spicy, tobacco",3
2338,Kaitxo,Spain,2019,Peru,"Chulucanas, Piura, Cesar Vallejo-farmer",75%,"3- B,S,C","muted, grapes, astringent",3
2334,Kaitxo,Spain,2019,Tanzania,"Morogoro, Kamili, Kilombero Valley, batch 13",75%,"3- B,S,C","base cocoa, fruit, fatty",3.25
2708,Kasama,Canada,2021,Philippines,"Davao, Mindanao, batch 24",70%,"3- B,S,C","licorice, melon",3.25
2708,Kasama,Canada,2021,Papua New Guinea,"Karkar Island, Madong, batch 34",70%,"3- B,S,C","plum, molasses",3.5
1133,Kerchner,U.S.A.,2013,Dominican Republic,"La Red, Project Reserva, Guaconejo",70%,"3- B,S,C","fatty, dark berry, grassy",3.75
2478,Kin + Pod,Canada,2020,Colombia,"Tumaco, batch 113",70%,"3- B,S,C","poor finish, cocoa, grassy",3.25
1422,Kto,U.S.A.,2014,Venezuela,Ocumare,72%,"3- B,S,C","nutty, pungent, sour",2.75
1422,Kto,U.S.A.,2014,Belize,Belize,72%,"3- B,S,C","nutty, sour milk",3
1422,Kto,U.S.A.,2014,Madagascar,Sambirano Valley,72%,"3- B,S,C","strawberry, intense, sour",3.25
1426,Kto,U.S.A.,2014,Dominican Republic,Elvesia,72%,"3- B,S,C","spicy, molasses, earthy",3.25
1904,Arete,U.S.A.,2016,Ecuador,Hacienda Victoria,70%,"3- B,S,C","sticky, floral, roasty",3.25
1426,Kto,U.S.A.,2014,Dominican Republic,ROIG,72%,"3- B,S,C","earthy, fatty, tea",3.25
1904,Arete,U.S.A.,2016,Ecuador,Costa Esmeraldas,70%,"3- B,S,C","chewy, mild floral",3.25
2426,La Cascade du Chocolat,U.S.A.,2019,Fiji,"Fiji, batch 51019",68%,"3- B,S,C","unrefined, sweet, basic cocoa",3
1900,Arete,U.S.A.,2016,Vietnam,Tien Giang,73%,"3- B,S,C","cashew, roasty, chunky melt",3.5
2048,Land,U.K.,2018,Nicaragua,Nueva Guinea,71%,"3- B,S,C","simple, earthy, cocoa",3
2048,Land,U.K.,2018,Honduras,San Pedro Sula,70%,"3- B,S,C","sandy, rich cocoa",3.25
2048,Land,U.K.,2018,Nicaragua,"Nicaliso, Bocay",73%,"3- B,S,C","complex, dairy, roasty",3.5
1972,Landmark (Amano),U.S.A.,2017,Bolivia,"Tranquilidad, Itinez Province",74%,"3- B,S,C","well balanced, melon",3.75
2266,Legast,Belgium,2019,Colombia,"Chucuri, finca los lagos el Carmen",70%,"3- B,S,C","sandy, off, hammy",2.75
2262,Legast,Belgium,2019,Costa Rica,Upala,70%,"3- B,S,C","base cocoa, mild ham, woody",3.25
2266,Legast,Belgium,2019,Peru,Piura,70%,"3- B,S,C","sandy, light color, grape",3.5
1984,Letterpress,U.S.A.,2017,Peru,Ucayali,70%,"3- B,S,C","mild, licorice, coffee, cocoa",4
2122,Letterpress,U.S.A.,2018,Ghana,Ashanti,70%,"3- B,S,C",brownie,3.75
2338,Letterpress,U.S.A.,2019,Jamaica,"Bachelor's Hall, batch 0001",70%,"3- B,S,C","woody, mocha, molasses",3.25
2442,Letterpress,U.S.A.,2019,Bolivia,"Tranquilidad, beniano",70%,"3- B,S,C","spoiled milk, sweet, molasses",3.25
2562,Letterpress,U.S.A.,2021,Sao Tome & Principe,"Satocao, limited ed., batch 2",70%,"3- B,S,C","buttery, sunflower, astringent",3.5
2562,Letterpress,U.S.A.,2021,U.S.A.,"Maui Kuia E., Hawaii, 2018-2019 h., batch 1",70%,"3- B,S,C",home baked banana nut bread,3.75
1231,Levy,Finland,2014,Madagascar,Sambirano,71%,"3- B,S,C","sandy, citrus",3.5
1904,Arete,U.S.A.,2016,Nicaragua,Rugoso,70%,"3- B,S,C","muddy, rich cocoa, raspberry",3.75
2590,Loon,U.S.A.,2021,Bolivia,Alto Beni,70%,"3- B,S,C","sweet, sl. smokiness, fruit",2.75
2586,Loon,U.S.A.,2021,Belize,Maya Mountain,75%,"3- B,S,C","cherry, fatty, cocoa",3
2692,Luisa Abram,Brazil,2021,Brazil,Wild Jurua (limited edition for Caputo's),70%,"3- B,S,C","mild sweet honey, rum, off",3.25
2518,Luisa's Vegan,U.K.,2020,Papua New Guinea,Karkar Island,72%,"3- B,S,C","smoke, fruit, ham, fatty",3.25
2506,Lumineux,U.S.A.,2020,India,"Kerala State, GoGround, batch 88",72%,"3- B,S,C","deep cocoa, sl. pungent, sandy",3
2502,Lumineux,U.S.A.,2020,Madagascar,"Bejofo E., Sambirano, batch 115",73%,"3- B,S,C","roasted pear, cocoa, sour",3.25
2502,Lumineux,U.S.A.,2020,Tanzania,"Kilombero Valley, batch 74",75%,"3- B,S,C","fatty, dominant roast, spice",3.25
2506,Lumineux,U.S.A.,2020,Uganda,"Semuliki Forest, Latitude Trading Co, batch 100",68%,"3- B,S,C","candied, sweet cocoa, roasty",3.25
2506,Lumineux,U.S.A.,2020,Ivory Coast,"Cote d'Ivoire, batch 83",67%,"3- B,S,C","spice, coconut",3.5
2426,MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Uganda,Uganda,75%,"3- B,S,C","gritty, roasty, rubbery",2.5
2430,MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Ghana,Ghana,75%,"3- B,S,C","gritty, cocoa base, ashey",2.75
2020,Arete,U.S.A.,2017,Madagascar,Sambirano Valley,70%,"3- B,S,C",sour fruit,3.5
2020,Arete,U.S.A.,2017,Vietnam,Ben Tre,73%,"3- B,S,C","rich cocoa, mild roasty",3.5
1856,Malmo,Sweden,2016,Venezuela,Chuao,70%,"3- B,S,C","hammy, unrecognizable",3
821,Mana,U.S.A.,2012,Dominican Republic,Conacado,74%,"3- B,S,C","berry, nutty, sour",3.75
1219,Mana,U.S.A.,2014,Peru,Peru,74%,"3- B,S,C","rubber, off medicinal",2.5
1219,Mana,U.S.A.,2014,Venezuela,Venezuela,74%,"3- B,S,C","nutty, green",2.75
1007,Manoa,U.S.A.,2012,U.S.A.,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",72%,"3- B,S,C","oily, tangy, fruit, earthy",2.75
2028,Arete,U.S.A.,2017,Peru,Ucayali,70%,"3- B,S,C","dried fruit, fig, anise",3.5
1007,Manoa,U.S.A.,2012,Peru,"Piura, batch 173",72%,"3- B,S,C","banana, menthol, medicinal",3
1003,Manoa,U.S.A.,2012,Liberia,"Liberia, batch 174",72%,"3- B,S,C","molassses, intense, off, herb",3.25
1007,Manoa,U.S.A.,2012,U.S.A.,"O'ahu Island, Winward,Maunawili district, b. 151",72%,"3- B,S,C","molasses, sweet, cocoa",3.25
1089,Manoa,U.S.A.,2013,U.S.A.,"O'ahu Island, Waiahole, b. 182",72%,"3- B,S,C","orange, cocoa",3.75
1522,Manoa,U.S.A.,2015,Papua New Guinea,Markham Valley,72%,"3- B,S,C","smoke, fruit",3.5
1522,Manoa,U.S.A.,2015,Costa Rica,Coto Brus,72%,"3- B,S,C","dried fruit, balanced, cocoa",3.75
2032,Manoa,U.S.A.,2017,Peru,Ucayali,70%,"3- B,S,C","sweet, fatty, fig",3.25
2442,Manoa,U.S.A.,2019,U.S.A.,"Hawai'i Island, Hilo and Kona regions",70%,"3- B,S,C","dried fruit,spicy,sticky,intense",3.5
1848,Manufaktura Czekolady,Poland,2016,Peru,Peru,70%,"3- B,S,C","nutty, roasty,",3.5
1844,Manufaktura Czekolady,Poland,2016,Nicaragua,Johe,70%,"3- B,S,C","basic, balanced, deep cocoa",3.75
1606,Map Chocolate,U.S.A.,2015,Trinidad,"San Juan Estate, Cherry Blossoms at Night",70%,"3- B,S,C","heavy roast, few grits, rich",2.75
1610,Map Chocolate,U.S.A.,2015,Colombia,Colombia,75%,"3- B,S,C","roasty, coffee, rubber",2.75
1610,Map Chocolate,U.S.A.,2015,Tanzania,"Kakoa Kamili, Both Man & Bird & Beast",72%,"3- B,S,C","sweet, fatty, roasty",3
1474,Map Chocolate,U.S.A.,2015,Dominican Republic,"ROIG, 2014",70%,"3- B,S,C","fruity, tangy, cocoa",3.5
1474,Map Chocolate,U.S.A.,2015,Peru,"Maranon, 2014",62%,"3- B,S,C","delicate, caramel, peanut",3.5
1478,Map Chocolate,U.S.A.,2015,Ecuador,Ecuador,70%,"3- B,S,C","coarse, floral, rum",3.5
1606,Map Chocolate,U.S.A.,2015,Nicaragua,"A case of the Xerces Blues, triple roast",70%,"3- B,S,C","rich, bright fruit",3.5
1606,Map Chocolate,U.S.A.,2015,Peru,"Tumbes, Dear Mr. Finley, 2014",68%,"3- B,S,C","lemon, spicy, cocoa",3.5
1634,Map Chocolate,U.S.A.,2015,Honduras,Le Chocolat Chaud,78%,"3- B,S,C","grassy, woody, sweet",3.5
1896,Map Chocolate,U.S.A.,2016,Vietnam,"Ben Tre, Surprise Valley",75%,"3- B,S,C","intense, sour, tart",3.25
2262,Map Chocolate,U.S.A.,2018,Blend,"""Peace of Wild Things""",72%,"3- B,S,C","off notes, rubbery, hammy",3
2262,Map Chocolate,U.S.A.,2018,Mexico,"Tabasco, ""Late for the Train"", batch 12184",72%,"3- B,S,C","sweet, spicy, dirty",3.25
2040,Map Chocolate,U.S.A.,2018,Dominican Republic,Zorzal Reserve,72%,"3- B,S,C","complex, creamy, cherry",3.5
1884,Marana,Peru,2016,Peru,Cusco,70%,"3- B,S,C","smokey, dirty, sour",2.75
2610,Marana,Peru,2021,Peru,"San Martin, Allima coop",80%,"3- B,S,C","smoked nuts, tang",3.25
2610,Marana,Peru,2021,Peru,"Piura, Norandino coop, cacao blanco",70%,"3- B,S,C","mild orange, herbaceous",3.5
2598,Maribea,U.S.A.,2021,Mexico,Tabasco,72%,"3- B,S,C","earthy, musty, sweet",2.75
2598,Maribea,U.S.A.,2021,Bolivia,"Alto Beni, Walikewa",72%,"3- B,S,C","floral, earthy, acidic, harsh",2.75
2598,Maribea,U.S.A.,2021,Brazil,"Bahia, Catongo",72%,"3- B,S,C","delicate, nutty, butterscotch",3.25
895,Marou,Vietnam,2012,Vietnam,Tien Giang,80%,"3- B,S,C","creamy, fatty, black pepper",3
845,Marou,Vietnam,2012,Vietnam,Ba Ria,76%,"3- B,S,C",citrus,3.5
845,Marou,Vietnam,2012,Vietnam,Dong Nai,72%,"3- B,S,C","roasty, coffee",3.5
845,Marou,Vietnam,2012,Vietnam,"Tien Giang, Gao Co-op",70%,"3- B,S,C","cocoa, spice, late sour",3.5
849,Marou,Vietnam,2012,Vietnam,Ben Tre,78%,"3- B,S,C","sticky, pepper, cinamon, rich",3.5
955,Marou,Vietnam,2012,Vietnam,Lam Dong,74%,"3- B,S,C","melon, roasty",3.5
1149,Marou,Vietnam,2013,Vietnam,"Tan Phu Dong, Treasure Island",75%,"3- B,S,C","fatty, heavy roast, nutty",3.5
2258,Marou,Vietnam,2018,Vietnam,"Dak Nong, Tam Farm",75%,"3- B,S,C","fatty, roasty, nutty",3.5
2450,Arete,U.S.A.,2019,India,Idukki,70%,"3- B,S,C","burn butterscotch, rubbery",3
1836,Martin Mayer,Austria,2016,Bolivia,Alto Beni,76%,"3- B,S,C","sticky, pungent, off note",2.75
1836,Martin Mayer,Austria,2016,Haiti,Pisa,82%,"3- B,S,C","sandy, earthy, sweet edge",3
1836,Martin Mayer,Austria,2016,Colombia,Tumaco,74%,"3- B,S,C","sandy, mild floral, mild nutty",3.25
2330,Arete,U.S.A.,2019,India,Jangareddygudem,70%,"3- B,S,C","herbs, mushroom, acidic",3.25
1177,Matale,Australia,2013,Vanuatu,"Malekula P., 2013",72%,"3- B,S,C","sticky, butterscotch, nutty",3.5
1181,Matale,Australia,2013,Blend,"PNG, Vanuatu, Mad; 2013 h.",70%,"3- B,S,C","nutty, fruity, spicy",3.75
1177,Matale,Australia,2013,Madagascar,"Somia, 2013",68%,"3- B,S,C","sticky, red fruit",4
1177,Matale,Australia,2013,Papua New Guinea,"Kulili P., 2013",74%,"3- B,S,C","creamy, grassy, smoke, nut",4
2704,Maui Kuia,U.S.A.,2021,U.S.A.,"Kuia Estate, Hawaii, lot 083122",70%,"3- B,S,C","sweet, banana, mild sour orange",3.5
1430,Maverick,U.S.A.,2014,Peru,"Morropon, Norandiono Coop, Piura",63%,"3- B,S,C","sweet, cherry, cream, raisin",3.5
2482,Maverick,U.S.A.,2020,U.S.A.,"Hawai'i Island, Big Island, Mauna Kea",70%,"3- B,S,C","nutty, cheese, savory",3
2486,Maverick,U.S.A.,2020,Vietnam,"Dak Nong, Marou Cacao",75%,"3- B,S,C","roasty, hammy, dirty",3
2482,Maverick,U.S.A.,2020,Madagascar,"Akesson P., Sambirano",65%,"3- B,S,C","sweet edge, sour fruit",3.25
2474,McGuire,Canada,2020,Guatemala,"Cahabon E., ""Adioesmac""",70%,"3- B,S,C","musty, woody, rubbery, roasty",2.5
2478,McGuire,Canada,2020,Belize,"Maya Mountain, Toledo",70%,"3- B,S,C","cocoa, strawberry",3.25
1347,Mesocacao,Honduras,2014,Honduras,Honduras,80%,"3- B,S,C","intense, ham, butterscotch",3.25
1351,Mesocacao,Honduras,2014,Nicaragua,"La Tronca, Matagalpa",70%,"3- B,S,C","acidic, pomegrant, brownie",3.25
1347,Mesocacao,Honduras,2014,Honduras,Honduras,70%,"3- B,S,C","intense, grassy, spicy, rich",3.5
1351,Mesocacao,Honduras,2014,Nicaragua,"La Tronca, Matagalpa",80%,"3- B,S,C","dried fruit, rich cocoa",3.5
1494,Mesocacao,Honduras,2015,El Salvador,El Salvador,80%,"3- B,S,C","fatty, bitter, woody, roasty",2.75
1494,Mesocacao,Honduras,2015,El Salvador,El Salvador,70%,"3- B,S,C","dairy, caramel",3
2250,Mestico,Brazil,2018,Brazil,"Fazenda Bonanca, Bahia",75%,"3- B,S,C","earthy, floral, rubbery",2.5
1267,Metiisto,Sweden,2014,Brazil,"Fazenda Sempre Firme P., Bahia, batch 7",70%,"3- B,S,C","fatty, creamy, olive",3
1267,Metiisto,Sweden,2014,Madagascar,"Akesson Estate, batch 10",72%,"3- B,S,C","creamy, fatty, mild cherry",3.5
300,Artisan du Chocolat,U.K.,2008,Congo,Congo,72%,"3- B,S,C","spicy, minty, vegetal",3.75
2166,Metiisto,Australia,2018,Solomon Islands,"Patovaki, Paspaskato Is",72%,"3- B,S,C","roasty/smokey, high acidity",3.25
2170,Metiisto,Australia,2018,Solomon Islands,Tenaru,67%,"3- B,S,C","dried fruit, mild hammy",3.75
2210,Meybol,Germany,2018,Peru,Piura Blanco,70%,"3- B,S,C","grape, mild smoke, sandy",3.5
363,Artisan du Chocolat,U.K.,2009,Brazil,Brazil Rio Doce,72%,"3- B,S,C","cocoa, dominate off note",1.75
355,Artisan du Chocolat,U.K.,2009,Venezuela,"Ocumare, Venezuela",75%,"3- B,S,C","oily, nutty, burnt, sour",2.5
1538,Middlebury,U.S.A.,2015,Tanzania,Kokoa Kamili,75%,"3- B,S,C","banana, melon, fatty",3.25
1490,Middlebury,U.S.A.,2015,Belize,Maya Mountain,80%,"3- B,S,C","woody, lemon, mild bitter",3.5
1490,Middlebury,U.S.A.,2015,Trinidad,San Juan Estate,70%,"3- B,S,C","black pepper, dairy",3.5
1538,Middlebury,U.S.A.,2015,Nicaragua,"Matagalpa, Cacao Bisiesto",70%,"3- B,S,C","rum, herbal, rich",3.5
1490,Middlebury,U.S.A.,2015,Dominican Republic,Oko Caribe,75%,"3- B,S,C","spicy, rich, mint",3.75
1490,Middlebury,U.S.A.,2015,Venezuela,"Patanemo, Epoch, Donaldo",75%,"3- B,S,C","nutty, grassy, woody",3.75
2112,Mike & Becky,Belgium,2018,Dominican Republic,"Oko Caribe, hispaniola, 2017 harvest",70%,"3- B,S,C","fatty, simple",3
2112,Mike & Becky,Belgium,2018,India,Idukki,70%,"3- B,S,C","candy spices, sweet",3.25
355,Artisan du Chocolat,U.K.,2009,Indonesia,Java,72%,"3- B,S,C","gritty, very smokey, sour",2.75
2114,Mike & Becky,Belgium,2018,Peru,"Maranon, 2017 harvest",70%,"3- B,S,C","complex, true to origin",3.25
2112,Mike & Becky,Belgium,2018,Belize,"San Jose, Toledo, 2017 harvest",70%,"3- B,S,C","grape, cocoa",3.5
2346,Millesime,Belgium,2019,Ecuador,"Los Rios, Arriba, 2017 Harvest",70%,"3- B,S,C","sandy, nutmeg, astringent",3
2346,Millesime,Belgium,2019,India,"Kaithapara Village, Idukki, Kerala, 2017 H.",74%,"3- B,S,C","dry, sandy, empty, sweet",3
2346,Millesime,Belgium,2019,Brazil,"Fazenda Leolinad, Bahia, 2017 H.",76%,"3- B,S,C","dry, sandy, dirt, empty",3
2566,Millesime,Belgium,2021,Panama,Bocas del Toro,75%,"3- B,S,C","sandy, green, grassy, harsh",2.75
